post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,_sku,parent_sku,parent,_children,_downloadable,_virtual,_stock,_regular_price,_sale_price,_weight,_length,_width,_height,_tax_class,_visibility,_stock_status,_backorders,_manage_stock,_tax_status,_upsell_ids,_crosssell_ids,_featured,_sale_price_dates_from,_sale_price_dates_to,_download_limit,_download_expiry,_product_url,_button_text,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_metakeywords,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:partdo_post_views_count,meta:total_sales,attribute,attribute_data,attribute_default
"8″ ALUMINUM SPINNER WHEEL, 3″ WIDE WITH 5/8″ STANDARD BALL BEARING",8_aluminum_spinner_wheel_3_wide_with_58_standard_ball_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/8-aluminum-spinner-wheel-one-half-only-side-2/"">8020</a></td>
<td>8″ ALUMINUM SPINNER WHEEL, ONE HALF ONLY, SIDE 2</td>
<td>1</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/8-aluminum-spinner-wheel-one-half-only-side-1/"">8021</a></td>
<td>8″ ALUMINUM SPINNER WHEEL, ONE HALF ONLY, SIDE 1</td>
<td>1</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/standard-ball-bearing-with-flange-58-id-x-1-38-od-x-516-thick/"">8204</a></td>
<td>STANDARD BALL BEARING WITH FLANGE, 5/8″ ID X 1-3/8″ OD X 5/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-zinc-plated/"">8464</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>Ball-burnished finish; Compatible with Azusa’s 5″ brake</p>,publish,,,,,open,AZ1176,,,,no,no,,$59.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1177-1.jpg ! alt : 8″ ALUMINUM SPINNER WHEEL, 3″ WIDE WITH 5/8″ STANDARD BALL BEARING ! title : 8″ ALUMINUM SPINNER WHEEL, 3″ WIDE WITH 5/8″ STANDARD BALL BEARING.jpg ! desc : 8″ ALUMINUM SPINNER WHEEL, 3″ WIDE WITH 5/8″ STANDARD BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1177.jpg",,,simple,,8 Spinner Wheels,"8 Spinner Wheels, All, azusa",,,,,,
"8″ ALUMINUM SPINNER WHEEL, ONE HALF ONLY, SIDE 1",8_aluminum_spinner_wheel_one_half_only_side_1,,,,<p>Ball-burnished finish. Assembled wheels is compatible with Azusa’s 5″ brake. Part no. is stamped inside each wheel half</p>,publish,,,,,open,AZ8021,,,,no,no,,$29.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/8021-1.jpg ! alt : 8″ ALUMINUM SPINNER WHEEL, ONE HALF ONLY, SIDE 1 ! title : 8″ ALUMINUM SPINNER WHEEL, ONE HALF ONLY, SIDE 1.jpg ! desc : 8″ ALUMINUM SPINNER WHEEL, ONE HALF ONLY, SIDE 1 ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/8021.jpg",,,simple,,8 Spinner Wheels,"8 Spinner Wheels, All, azusa",,,,,,
"8″ ALUMINUM SPINNER WHEEL, ONE HALF ONLY, SIDE 2",8_aluminum_spinner_wheel_one_half_only_side_2,,,,<p>Ball-burnished finish. Assembled wheels is compatible with Azusa’s 5″ brake. Part no. is stamped inside each wheel half</p>,publish,,,,,open,AZ8020,,,,no,no,,$29.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/8020-1.jpg ! alt : 8″ ALUMINUM SPINNER WHEEL, ONE HALF ONLY, SIDE 2 ! title : 8″ ALUMINUM SPINNER WHEEL, ONE HALF ONLY, SIDE 2.jpg ! desc : 8″ ALUMINUM SPINNER WHEEL, ONE HALF ONLY, SIDE 2 ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/8020.jpg",,,simple,,8 Spinner Wheels,"8 Spinner Wheels, All, azusa",,,,,,
8″ ALUMINUM TRI-STAR WHEEL FOR TAPERED ROLLER BEARING NO-CUP NO-CONE,8_aluminum_tri-star_wheel_for_tapered_roller_bearing_no-cup_no-cone,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/8-aluminum-tri-star-wheel-one-half-only-tapered-roller-bearing-style/"">8024</a></td>
<td>8″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, TAPERED ROLLER BEARING STYLE</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-34-zinc-plated/"">8450</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-3/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>Use with Azusa’s 4-1/2″ Brake; Bright Ball-Burnished Finish</p>,publish,,,,,open,AZ1110,,,,no,no,,$56.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,https://rcfminibikes.com/wp-content/uploads/2022/03/1110.jpg ! alt : 8″ ALUMINUM TRI-STAR WHEEL FOR TAPERED ROLLER BEARING NO-CUP NO-CONE ! title : 8″ ALUMINUM TRI-STAR WHEEL FOR TAPERED ROLLER BEARING NO-CUP NO-CONE.jpg ! desc : 8″ ALUMINUM TRI-STAR WHEEL FOR TAPERED ROLLER BEARING NO-CUP NO-CONE ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1110.jpg,,,simple,,8 Tri Star Wheels,"8 Tri Star Wheels, All, azusa",,,,,,
"8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 1/2″ PRECISION BALL BEARING",8_aluminum_tri-star_wheel_3_wide_with_12_precision_ball_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/8-aluminum-tri-star-wheel-one-half-only-ball-bearing-style/"">8023</a></td>
<td>8″ ALUMINUM TRI-STAR WHEEL, ONE-HALF ONLY – BALL BEARING STYLE</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/precision-sealed-ball-bearing-12-id-x-1-38-od-x-716-thick/"">8203</a></td>
<td>PRECISION SEALED BALL BEARING, 1/2″ ID X 1-3/8″ OD X 7/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-34-zinc-plated/"">8450</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-3/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>Use with Azusa’s 4-1/2″ Brake; Bright Ball-Burnished Finish</p>,publish,,,,,open,AZ1155,,,,no,no,,$68.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1152-1.jpg ! alt : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 1/2″ PRECISION BALL BEARING ! title : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 1/2″ PRECISION BALL BEARING.jpg ! desc : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 1/2″ PRECISION BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1152.jpg",,,simple,,Aluminum Wheels,"All, Aluminum Wheels, azusa",,,,,,
"8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ SEALED BALL BEARING",8_aluminum_tri-star_wheel_3_wide_with_34_sealed_ball_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/8-aluminum-tri-star-wheel-one-half-only-ball-bearing-style/"">8023</a></td>
<td>8″ ALUMINUM TRI-STAR WHEEL, ONE-HALF ONLY – BALL BEARING STYLE</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/ground-sealed-ball-bearing-with-flange-34-id-x-1-38-od-x-716-thick/"">8273</a></td>
<td>GROUND SEALED BALL BEARING WITH FLANGE, 3/4″ ID X 1-3/8″ OD X 7/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-34-zinc-plated/"">8450</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-3/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>Use with Azusa’s 4-1/2″ Brake; Bright Ball-Burnished Finish</p>,publish,,,,,open,AZ1151,,,,no,no,,$70.25,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1151-1.jpg ! alt : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ SEALED BALL BEARING ! title : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ SEALED BALL BEARING.jpg ! desc : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ SEALED BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1151.jpg",,,simple,,8 Tri Star Wheels,"8 Tri Star Wheels, All, azusa",,,,,,
"8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ SEALED TAPERED ROLLER BEARING",8_aluminum_tri-star_wheel_3_wide_with_34_sealed_tapered_roller_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/8-aluminum-tri-star-wheel-one-half-only-tapered-roller-bearing-style/"">8024</a></td>
<td>8″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, TAPERED ROLLER BEARING STYLE</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/sealed-taper-roller-bearing-cone-34-id/"">8229</a></td>
<td>SEALED TAPER ROLLER BEARING (CONE) 3/4″ ID,</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/cup-race-tapered-roller-brg-1-781-od/"">8257</a></td>
<td>CUP (RACE), TAPERED ROLLER BRG, 1.781″ OD</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-34-zinc-plated/"">8450</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-3/4″, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>Use with Azusa’s 4-1/2″ Brake; Bright Ball-Burnished Finish</p>,publish,,,,,open,AZ1113,,,,no,no,,$69.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1113.jpg ! alt : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ SEALED TAPERED ROLLER BEARING ! title : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ SEALED TAPERED ROLLER BEARING.jpg ! desc : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ SEALED TAPERED ROLLER BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1113.jpg",,,simple,,8 Tri Star Wheels,"8 Tri Star Wheels, All, azusa",,,,,,
"8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ STANDARD BALL BEARING",8_aluminum_tri-star_wheel_3_wide_with_34_standard_ball_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/8-aluminum-tri-star-wheel-one-half-only-ball-bearing-style/"">8023</a></td>
<td>8″ ALUMINUM TRI-STAR WHEEL, ONE-HALF ONLY – BALL BEARING STYLE</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/standard-ball-bearing-with-flange-34-id-x-1-38-od-x-516-thick/"">8201</a></td>
<td>STANDARD BALL BEARING WITH FLANGE, 3/4″ ID X 1-3/8″ OD X 5/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-34-zinc-plated/"">8450</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-3/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>Use with Azusa’s 4-1/2″ Brake; Bright Ball-Burnished Finish</p>,publish,,,,,open,AZ1153,,,,no,no,,$63.25,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1154-1.jpg ! alt : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ STANDARD BALL BEARING ! title : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ STANDARD BALL BEARING.jpg ! desc : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ STANDARD BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1154.jpg",,,simple,,8 Tri Star Wheels,"8 Tri Star Wheels, All, azusa",,,,,,
"8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ TAPERED ROLLER BEARING",8_aluminum_tri-star_wheel_3_wide_with_34_tapered_roller_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/8-aluminum-tri-star-wheel-one-half-only-tapered-roller-bearing-style/"">8024</a></td>
<td>8″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, TAPERED ROLLER BEARING STYLE</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/tapered-roller-bearing-cone-34-id/"">8256</a></td>
<td>TAPERED ROLLER BEARING (CONE) 3/4″ ID</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/cup-race-tapered-roller-brg-1-781-od/"">8257</a></td>
<td>CUP (RACE), TAPERED ROLLER BRG, 1.781″ OD</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-34-zinc-plated/"">8450</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-3/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>Dust Shields Provided; Use with Azusa’s 4-1/2″ Brake; Bright Ball-Burnished Finish</p>,publish,,,,,open,AZ1115,,,,no,no,,$65.50,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1115.jpg ! alt : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ TAPERED ROLLER BEARING ! title : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ TAPERED ROLLER BEARING.jpg ! desc : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ TAPERED ROLLER BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1115.jpg",,,simple,,8 Tri Star Wheels,"8 Tri Star Wheels, All, azusa",,,,,,
"8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ PRECISION BALL BEARING",8_aluminum_tri-star_wheel_3_wide_with_58_precision_ball_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/8-aluminum-tri-star-wheel-one-half-only-ball-bearing-style/"">8023</a></td>
<td>8″ ALUMINUM TRI-STAR WHEEL, ONE-HALF ONLY – BALL BEARING STYLE</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/precision-sealed-ball-bearing-58-id-x-1-38-od-x-716-thick/"">8206</a></td>
<td>PRECISION SEALED BALL BEARING, 5/8″ ID X 1-3/8″ OD X 7/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-34-zinc-plated/"">8450</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-3/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>Use with Azusa’s 4-1/2″ Brake; Bright Ball-Burnished Finish</p>,publish,,,,,open,AZ1152,,,,no,no,,$64.75,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1152-1.jpg ! alt : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ PRECISION BALL BEARING ! title : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ PRECISION BALL BEARING.jpg ! desc : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ PRECISION BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1152.jpg",,,simple,,8 Tri Star Wheels,"8 Tri Star Wheels, All, azusa",,,,,,
"8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ SEALED TAPERED ROLLER BEARING",8_aluminum_tri-star_wheel_3_wide_with_58_sealed_tapered_roller_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/8-aluminum-tri-star-wheel-one-half-only-tapered-roller-bearing-style/"">8024</a></td>
<td>8″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, TAPERED ROLLER BEARING STYLE</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/sealed-taper-roller-bearing-cone-34-id/"">8229</a></td>
<td>SEALED TAPER ROLLER BEARING (CONE) 3/4″ ID,</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/cup-race-tapered-roller-brg-1-781-od/"">8257</a></td>
<td>CUP (RACE), TAPERED ROLLER BRG, 1.781″ OD</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/reducer-bushingspacer-steel-34-od-58-id-x-58-length/"">8271</a></td>
<td>REDUCER BUSHING/SPACER, STEEL, 3/4″ OD, 5/8″ ID X 5/8″ LENGTH</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-34-zinc-plated/"">8450</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-3/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>Use with Azusa’s 4-1/2″ Brake; Bright Ball-Burnished Finish</p>,publish,,,,,open,AZ1112,,,,no,no,,$73.50,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1113.jpg ! alt : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ SEALED TAPERED ROLLER BEARING ! title : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ SEALED TAPERED ROLLER BEARING.jpg ! desc : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ SEALED TAPERED ROLLER BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1113.jpg",,,simple,,8 Tri Star Wheels,"8 Tri Star Wheels, All, azusa",,,,,,
"8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ STANDARD BALL BEARING",8_aluminum_tri-star_wheel_3_wide_with_58_standard_ball_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/8-aluminum-tri-star-wheel-one-half-only-ball-bearing-style/"">8023</a></td>
<td>8″ ALUMINUM TRI-STAR WHEEL, ONE-HALF ONLY – BALL BEARING STYLE</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/standard-ball-bearing-with-flange-58-id-x-1-38-od-x-516-thick/"">8204</a></td>
<td>STANDARD BALL BEARING WITH FLANGE, 5/8″ ID X 1-3/8″ OD X 5/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-34-zinc-plated/"">8450</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-3/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>Use with Azusa’s 4-1/2″ Brake; Bright Ball-Burnished Finish</p>,publish,,,,,open,AZ1154,,,,no,no,,$63.25,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1154-1.jpg ! alt : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ STANDARD BALL BEARING ! title : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ STANDARD BALL BEARING.jpg ! desc : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ STANDARD BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1154.jpg",,,simple,,8 Tri Star Wheels,"8 Tri Star Wheels, All, azusa",,,,,,
"8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ TAPERED ROLLER BEARING",8_aluminum_tri-star_wheel_3_wide_with_58_tapered_roller_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/8-aluminum-tri-star-wheel-one-half-only-tapered-roller-bearing-style/"">8024</a></td>
<td>8″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, TAPERED ROLLER BEARING STYLE</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/tapered-roller-bearing-cone-34-id/"">8256</a></td>
<td>TAPERED ROLLER BEARING (CONE) 3/4″ ID</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/cup-race-tapered-roller-brg-1-781-od/"">8257</a></td>
<td>CUP (RACE), TAPERED ROLLER BRG, 1.781″ OD</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/reducer-bushingspacer-steel-34-od-58-id-x-58-length/"">8271</a></td>
<td>REDUCER BUSHING/SPACER, STEEL, 3/4″ OD, 5/8″ ID X 5/8″ LENGTH</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-34-zinc-plated/"">8450</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-3/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>Dust Shields Provided; Use with Azusa’s 4-1/2″ Brake; Bright Ball-Burnished Finish</p>,publish,,,,,open,AZ1114,,,,no,no,,$68.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1115.jpg ! alt : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ TAPERED ROLLER BEARING ! title : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ TAPERED ROLLER BEARING.jpg ! desc : 8″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ TAPERED ROLLER BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1115.jpg",,,simple,,8 Tri Star Wheels,"8 Tri Star Wheels, All, azusa",,,,,,
